インド
首都
ニューデリー
寺院
博物館
見どころ
たくさん
の
観光
スポット
もの
現地
人
人気
の
動物
園
こと
ニューデリー
動物
園
ところ
日本
動物
園
ひと味
雰囲気
::
National
Zoological
Park
::
http
://
nzpnewdelhi
.
gov
.
in
/
index
.
htm
デリー
動物
園
到着
ゲート
さ
スケール
動物
園
よう
ゲート
売店
目
National
Zoological
Park
文字
発見
デリー
動物
園
オールドフォート
(
プラーナ
キラー
)
遺跡
隣接
動物
園
外
中
歴史
建物
こと
これ
チケット
売り場
午前
中
人
少なめ
インド
列
場所
鉄
パイプ
製
仕切り
こと
これ
仕切り
押し合い
順番
大変
こと
ため
インド
実感
入場
料
外国
人
インド
人
インド
人
大人
40
ルピー
(
70
円
)
外国
人
大人
200
ルピー
(
350
円
)。
カメラ
時
料金
こと
列
チケット
購入
チケット
いっしょ
パンフレット
ゲット
入り口
チケット
確認
入場
園内
禁煙
タバコ
場合
ここ
こと
中
感じ
瞬間
動物
姿
広大
さ
予感
人
家族づれ
カップル
民族
衣装
人
ジーンズ
人
さまざま
女性
少女
おしゃれ
人
パンフレット
園内
地図
地図
頼り
柵
人だかり
何
の
?
アヒル
池
向こう
何
動物
の
カメラ
ズーム
そこ
ダチョウ
姿
動物
園
オリ
中
動物
印象
デリー
動物
園
動物
基本
的
スペース
中
一瞬
動物
どこ
?」
こと
シカ
スペース
感じ
デリー
動物
園
動物
様子
-
YouTube
どこ
シカ
の
?
フェンス
どこ
動物
の
?」「
!」
動物
楽しみ
屋根
修復
中
従業
員
さん
発見
地面
屋根
上
レンガ
受け渡し
の
これ
匠
技
匠
技
屋根
修復
デリー
動物
園
従業
員
たち
-
YouTube
軽快
リズム
レンガ
女性
屋根
向こう
修復
作業
REPTILE
HOUSE
ハ
虫
類
コーナー
看板
発見
草
中
怪しげ
建物
入り口
到着
中
中
空間
ガラス張り
檻
中
砂
ヘビ
どこ
?」
ハテナ
マーク
隅っこ
方
迫力
ヘビ
発見
置物
ハ
虫
類
コーナー
本物
結構
確率
ガラス
中
置物
子ども
たち
真剣
まなざし
亀
!」
シッカリ
姿
置物
本物
亀
感じ
こと
ハ
虫
類
コーナー
堪能
建物
後
園内
バス
動物
場所
ショートカット
こと
可能
家族
連れ
カップル
幼稚園
生
遠足
光景
トラ
スペース
園内
マップ
White
Tiger
コーナー
記載
の
スペース
前
Panthera
tigris
(
ベンガル
トラ
)」
記載
遠目
どちら
の
看板
ベンガル
トラ
こちら
トラ
姿
時間
の
オリ
スペース
網
植物
遠く
中
こと
植物
植物
隙間
よう
中
人々
植物
隙間
中
ごろごろ
の
ジャガー
植物
だらけ
網
中
ジャガー
様子
以下
植物
網
隙間
ジャガー
様子
-
YouTube
次
スペース
地図
上
Tiger
見た目
ホワイト
タイガー
デリー
動物
園
ホワイト
タイガー
-
YouTube
園内
FIRST
AID
医療
スペース
建物
感じ
建物
周り
病院
よう
匂い
扉
前
カゴ
箱
山積み
休憩
スペース
こと
可能
木
野生
リス
売店
アイス
飲み物
購入
こと
家族
謎
階段
発見
階段
何
ウィンチェスター・ミステリー・ハウス
唐突
階段
の
その他
インド
ゾウ
網
中
ヌマワニ
デリー
動物
園
鳥
スペース
充実
これ
ワシ
ミミズク
ケージ
みんな
そう
ワシ
ミミズク
トビ
ケージ
中
トビ
ワイルド
肉
肉
袋
従業
員
さん
姿
ケージ
真っ白
の
白
クジャク
大体
人
携帯
電話
写真
撮影
中
本格
的
カメラ
人
スマート
フォン
場合
カメラ
料金
不要
の
否
不明
何
の
カニクイイヌ
タヌキ
キツネ
中間
体型
生き物
そう
子ども
たち
園内
水
コーナー
ペットボトル
水
人
姿
日本人
インド
水道
水
100
%
お腹
の
ベター
園内
ところ
売店
飲み物
休憩
バニラ
アイス
購入
アイス
20
ルピー
(
35
円
)。
園内
時
インド
人
家族
休憩
中
みんな
アイス
園内
遺跡
プラーナ
キラー
場所
説明
書き
これ
プラーナ
キラー
園内
時間
ため
園内
バス
ショートカット
所
の
オススメ
お昼
入り口
時
人
動物
園
ウサギ
型
シュール
ゴミ箱
動物
園
後
こと
デリー
動物
園
インド
人々
日常
インド
街
日
オススメ
動物
園
人
たち
おしゃれ
こと
王子
!」「
姫
!」
よう
子ども
女性
ため
インド
衣装
興味
人
ドレス
衣装
民族
衣装
さまざま
4
月
1
日
10
月
15
日
開園
時間
9
時
～
16
時
30
分
10
月
16
日
3
月
31
日
開園
時間
9
時
30
分
16
時
午後
チケット
購入
窓口
人
こと
スムーズ
入園
人
午前
中
の
ベター
関連
記事
危険
ガイドブック
アルゼンチン
動物
園
-
GIGAZINE
150
年
以上
歴史
世界
最古
科学
動物
園
ロンドン
動物
園
ひと味
違い
すぎ
-
GIGAZINE
動物
園
雪
興奮
ペンギン
ムービー
-
GIGAZINE
役
飼育
員
気
間
脱出
動物
園
パンダ
-
GIGAZINE
動物
園
檻
中
あなた
-
GIGAZINE
iPhone
装着
こと
コード
ギター
型
ハードウェア
gTor
販売
Incident
社
技術
者
通り
人
俺
ベーコン
ぬいぐるみ
製作
作製
過程
ブログ
内
公開
How
to
:
Hack
a
Plush
Talking
Bacon
Toy
::
Incident
Technologies
http
://
blog
.
incidentgtar
.
com
/
hack
-
plush
-
talking
-
bacon
-
toy
/
Incident
ベン・アルティエリ
さん
アメリカ
人
ベーコン
枕
My
First
Bacon
Amazon
ゲット
My
First
Bacon
I
'
m
bacon
(
俺
ベーコン
)」
声
枕
テクノロジー
企業
技術
者
開発
魂
の
アルティエリ
さん
枕
改造
決意
スマート
フォン
連携
ギター
gTor
My
First
Bacon
用意
の
材料
My
First
Bacon
・
人
感
センサー
インバータ
IC
ジャンパコード
道具
ドライバー
半田
改造
敵
こと
アルティエリ
さん
My
First
Bacon
中
スピーカー
ボックス
ドライバー
中身
確認
箱
中
バッテリー
パック
回路
発見
ボタン
トリガー
My
First
Bacon
おしゃべり
構造
よう
インバータ
IC
人
感
センサー
回路
ジャンパコード
あたり
技術
者
アルティエリ
さん
お茶の子
さい
さい
回路
段階
テスト
インバータ
ブレイクアウトボード
スピーカー
ボックス
中
セット
すべて
パーツ
My
First
Bacon
中
押し込み
完成
My
First
Bacon
お腹
人
感
センサー
仕上げ
雑
の
愛敬
完成
おしゃべり
ベーコン
おしゃべり
様子
以下
ムービー
確認
How
to
:
Hack
a
"
My
First
Bacon
"
Toy
(
Bacon
-
stein
Version
)
-
YouTube
ソファー
おしゃべり
ベーコン
ドア
誰
部屋
人
察知
I
'
m
bacon
(
俺
ベーコン
)」。
君
ベーコン
男性
満足
げ
おしゃべり
ベーコン
シュール
関連
記事
タミヤ・オープンハウス
展示
38
回
人形
改造
コンテスト
出展
作品
-
GIGAZINE
一見
車
おもちゃ
携帯
電話
-
GIGAZINE
人形
遊び
+
技術
力
理系
女子
おもちゃ
Roominate
-
GIGAZINE
巨大
アヒル
ラバーダック
大みそか
謎
破裂
ぺちゃんこ
瞬間
激写
-
GIGAZINE
感染
パソコン
BotVoice
.
A
-
GIGAZINE
誰
ボカロ
曲
簡単
作詞
作曲
無料
アプリ
VOCALOID
first
-
GIGAZINE
世界
初
量産
型
四
輪
駆動
乗用車
戦前
生産
いま
幻
車両
日本
陸軍
くろがね
四
起
同年代
活躍
米
軍
ウィリス
MB
ジープ
ドイツ
軍
キューベルワーゲン
貴重
車両
常設
展示
プライベート
ミュージアム
社長
部屋
静岡
県
御殿場
市
オープン
こと
オープン
当日
様子
見学
社長
部屋
外観
感じ
車
東名高速道路
御殿場
IC
10
分
裾野
IC
15
分
電車
場合
JR
東海
御殿場
線
南
御殿場
駅
徒歩
1
分の
場所
当日
11
時
オープニングセレモニー
一足
先
中
小ぶり
プライベート
ミュージアム
内装
工夫
展示
内容
1940
年代
頃
車両
日本
軍
くろがね
四
起
アメリカ
軍
ジープ
ドイツ
軍
キューベルワーゲン
一
度
場所
世界
ここ
はず
レストア
くろがね
四
起
窓際
展示
非常
貴重
個体
ため
車体
周り
ロープ
向こう
ワンダーフェスティバル
2013
[
夏
]
会場
展示
九
五
式
戦車
実物
プロップ
展示
手
距離
状態
保護
ため
車体
よう
館内
一角
ヨーロッパ
街
並み
再現
オブジェ
前
アメリカ
軍
ジープ
ドイツ
軍
キューベルワーゲン
雰囲気
(
時代
考証
際
無視
こと
)
オープン
セレモニー
社長
部屋
オーナー
